city,TimeIndex,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,total_cases
1,572,2000,43,2000-10-28,0.3673,0.30555,0.45538,0.3258,49.25,299.541429,301.1,294.708571,310.2,291.9,23.3,76.941429,49.25,16.195714,13.457143,28,12.466667,34.6,20,57.9,0
1,573,2000,44,2000-11-04,0.2951,0.21152,0.3044,0.279617,67.64,299.44,300.821429,295.274286,312.2,292.4,20.2,79.428571,67.64,16.868571,13.328571,27.6,12.333333,35.5,21.1,7.1,0
1,574,2000,45,2000-11-11,0.271367,0.151567,0.34725,0.231867,51.83,300.748571,301.807143,295.28,310.4,294.3,19.2,74.802857,51.83,16.847143,12.871429,28.175,12.25,35.2,21.5,13.5,0
1,575,2000,46,2000-11-18,0.099933,0.03586,0.195486,0.064183,39.25,301.637143,302.614286,294.232857,311.8,294.2,3.6,67.185714,39.25,15.88,13.371429,29.025,13.1,36.4,21.7,0,0
1,576,2000,47,2000-11-25,0.169983,0.2893,0.300983,0.170917,55.91,300.872857,301.914286,293.06,311.1,293.6,11.2,66.042857,55.91,14.768571,13.142857,27.7,11.35,36.5,21.5,39.32636,0
1,577,2000,48,2000-12-02,0.251971,0.2538,0.323514,0.3191,20.65,299.23,301.264286,294.717143,310,293.5,14.5,78.885714,20.65,16.244286,12.014286,27.05,11.575,34.2,21,19,0
1,578,2000,49,2000-12-09,0.165833,0.182414,0.254567,0.18625,24.53,300.242857,301.028571,293.305714,312.2,292,1.7,68.557143,24.53,14.9,15.457143,28,12,34,22,0.8,0
1,579,2000,50,2000-12-16,0.338786,0.316829,0.350343,0.2977,111.06,298.757143,300.342857,294.52,311.4,291.9,48.76,80.408571,111.06,16.098571,11.971429,26.616667,9.65,33.8,21,67.2,1
1,580,2000,51,2000-12-23,0.265014,0.169057,0.234867,0.302243,3.9,300.411429,302,291.092857,311.2,294.6,5.7,60.641429,3.9,13.188571,13,28.2,12.283333,35,21,0,0
1,583,2001,1,2001-01-01,0.254714,0.228529,0.250586,0.287,59.11,297.958571,298.985714,296.99,305.5,293.2,64.6,94.955714,59.11,18.672857,6.942857,27.333333,11,33.3,21.8,38.9,0
1,584,2001,2,2001-01-08,0.302133,0.203517,0.267433,0.274,69.85,298.044286,299.414286,294.345714,309.8,292.5,22.98,82.347143,69.85,15.858571,11.085714,27,11.225,33.2,20.7,59.9,0
1,585,2001,3,2001-01-15,0.174757,0.103317,0.258243,0.176729,149.71,298.368571,300.235714,295.061429,308.7,294,24.92,84.175714,149.71,16.6,11.014286,27.05,10.9,33,20.5,52,0
1,586,2001,4,2001-01-22,0.2376,0.191267,0.125857,0.231443,50.02,295.722857,296.671429,294.594286,301.8,292.3,88.03,94.057143,50.02,16.071429,5.628571,25.716667,9.433333,31.2,20,166.9,0
1,587,2001,5,2001-01-29,0.3415,0.260667,0.329386,0.369071,87.18,295.297143,296.1,294.411429,302.2,292.2,80.95,95.407143,87.18,15.86,5.142857,26.433333,9.666667,33,20,147.8,0
1,588,2001,6,2001-02-05,0.233586,0.161,0.196614,0.2267,31.93,295.511429,296.128571,293.408571,303.6,292.5,16.4,89.08,31.93,14.947143,6.171429,27.35,10.025,34.2,21.7,3.3,0
1,589,2001,7,2001-02-12,0.155414,0.135017,0.148529,0.1571,66.84,295.37,296.492857,294.438571,304.4,292.3,37.96,94.884286,66.84,15.93,6.042857,26.3,8.95,33,21,83.1,0
1,590,2001,8,2001-02-19,0.135371,0.0823,0.129757,0.184043,16.17,296.07,296.978571,294.73,304.4,290.6,34.18,92.842857,16.17,16.251429,7.585714,26.933333,10,33.2,21,38.1,0
1,591,2001,9,2001-02-26,0.30764,0.228217,0.2245,0.291283,47.14,297.038571,298.307143,295.767143,305.1,293.7,26.96,93.314286,47.14,17.308571,7.385714,26.56,9.48,33.2,20.5,21.1,0
1,592,2001,10,2001-03-05,0.182043,0.289,0.206871,0.206329,118.07,297.618571,298.692857,296.46,305.8,294.8,83.89,94.092857,118.07,18.055714,6.585714,27.2,10.15,33.3,20,87.1,0
1,593,2001,11,2001-03-12,0.205383,0.1769,0.206357,0.204129,74.34,296.79,298.128571,295.544286,309.3,292.8,195.2,94.094286,74.34,17.065714,8.285714,27.05,12.1,34.2,20,39.9,0
1,594,2001,12,2001-03-19,0.188343,0.195033,0.163543,0.284143,90.35,298.701429,299.75,295.157143,309.7,293.2,32.6,82.801429,90.35,16.757143,10.614286,27.433333,11.433333,34.1,20,70.8,0
1,595,2001,13,2001-03-26,0.16238,0.150817,0.094657,0.132257,94.06,296.852857,297.6,296.078571,303.2,292.8,304.52,95.924286,94.06,17.668571,6.2,27.05,10.95,34.2,20,80,0
1,596,2001,14,2001-04-02,0.267814,0.312643,0.2615,0.2584,86.46,296.305714,297.828571,295.695714,305.5,292.9,91.43,96.737143,86.46,17.21,6.657143,27.16,10.98,35,20.5,46.2,0
1,597,2001,15,2001-04-09,0.382757,0.370971,0.343886,0.376271,80.82,297.175714,298.3,296.13,305.5,292.1,110.1,94.602857,80.82,17.695714,6.771429,26.46,11.66,34,19.5,120.1,0
1,598,2001,16,2001-04-16,0.312543,0.282214,0.262129,0.407486,77.73,297.062857,298.15,295.985714,305.1,292.8,120.32,94.615714,77.73,17.52,7.5,27.34,11.04,33.5,20.4,45.3,1
1,599,2001,17,2001-04-23,0.245614,0.214843,0.273371,0.2288,78.01,297.961429,299.207143,295.428571,307.8,293.2,78.3,88.148571,78.01,16.968571,10.242857,27.633333,10.933333,34.3,21,14.9,0
1,600,2001,18,2001-04-30,0.254014,0.179,0.312829,0.262557,94.77,297.285714,298.65,295.74,305.6,293.1,103.87,92.192857,94.77,17.305714,7.414286,27.625,11.325,35.2,20.5,51,0
1,601,2001,19,2001-05-07,0.266457,0.1886,0.1962,0.227329,45.56,297.135714,298.2,296.332857,305.1,292.1,85.9,95.82,45.56,17.891429,7.085714,26.6,8.8,32.7,21.4,66,0
1,602,2001,20,2001-05-14,0.315343,0.31965,0.2627,0.303486,74.08,297.297143,298.307143,296.99,305.6,294.7,80.3,98.341429,74.08,18.64,5.642857,27.185783,8.059328,32.5,22.10215,0,0
1,603,2001,21,2001-05-21,0.298586,0.379667,0.184243,0.268529,70.81,296.922857,297.957143,295.827143,305.6,293,53.1,94.71,70.81,17.368571,8.542857,27.433333,11.933333,34.2,20.5,64.1,1
1,604,2001,22,2001-05-28,0.299943,0.302943,0.318714,0.387443,90.07,296.845714,298,295.18,304.8,291.8,20.3,91.465714,90.07,16.694286,8.8,27.25,12.65,34.8,20.5,32,1
1,605,2001,23,2001-06-04,0.363567,0.181914,0.253971,0.246729,126.46,296.691429,297.892857,294.46,307.6,291.5,30.63,89.487143,126.46,15.968571,9.728571,26.866667,10.733333,34,19.8,17,0
1,606,2001,24,2001-06-11,0.317083,0.298967,0.219871,0.217343,47.13,295.482857,296.435714,294.341429,302.6,291.9,95.06,94.017143,47.13,15.782857,7.271429,26.88,10.68,33.4,20,37.1,0
1,607,2001,25,2001-06-18,0.1041,0.108243,0.059657,0.113757,53.93,296,297.321429,293.647143,305.2,291,13.45,88.171429,53.93,15.134286,9.414286,26.4,10.05,33.2,20.5,9.9,1
1,608,2001,26,2001-06-25,0.1923,0.275286,0.316457,0.325414,1.22,294.845714,296,290.572857,306.1,288.4,1.82,79.322857,1.22,12.464286,12.342857,27.185783,8.059328,32.3,17.1,31,0
1,609,2001,27,2001-07-02,0.229083,0.193267,0.270457,0.242186,52.1,295.795714,297.05,292.752857,305,291.3,23.6,84.857143,52.1,14.297143,8.557143,26.5,11.366667,33.2,20,70.1,0
1,610,2001,28,2001-07-09,0.359717,0.311057,0.264986,0.438843,39.09,295.808571,297.021429,293.438571,307.2,290.3,16.7,88.322857,39.09,14.928571,9.7,27.35,10.95,33.5,19.5,22.3,0
1,611,2001,29,2001-07-16,0.3195,0.205086,0.194743,0.361633,52.05,297.555714,298.928571,294.115714,307.9,291.1,18,84.245714,52.05,15.605714,11.428571,26.766667,10.066667,32.8,21,36.8,0
1,612,2001,30,2001-07-23,0.291157,0.252633,0.2182,0.325986,54.52,296.815714,298.221429,294.991429,306,292,38.29,90.814286,54.52,16.505714,10.271429,27.366667,11.4,34,21.2,25.2,0
1,613,2001,31,2001-07-30,0.237117,0.195617,0.188314,0.1339,27.97,297.291429,299.178571,293.452857,308.1,289.8,9.71,82.225714,27.97,14.985714,12.871429,26.52,10.88,34,18.4,10.9,0
1,614,2001,32,2001-08-06,0.200757,0.237729,0.223643,0.204357,0,298.537143,300.135714,291.387143,308.7,291,0.2,66.664286,0,13.158571,14.642857,27.1,12.175,33.5,17.8,39.32636,0
1,615,2001,33,2001-08-13,0.282171,0.273557,0.265857,0.366457,5.14,298.395714,299.785714,292.024286,309.7,292,0,69.475714,5.14,13.715714,13.314286,27.125,12.25,33.4,20,18,0
1,616,2001,34,2001-08-20,0.240757,0.193114,0.206343,0.246914,9.97,298.44,299.814286,294.017143,308.8,291.7,30.1,78.388571,9.97,15.511429,12.2,27.6,11.68,34.2,20,47.9,0
1,617,2001,35,2001-08-27,0.228071,0.199986,0.233143,0.264643,47.58,298.751429,300.514286,293.725714,311.2,293,16.9,76.955714,47.58,15.251429,12.8,27.2,12.466667,35.2,20,31,0
1,618,2001,36,2001-09-03,0.30695,0.241029,0.190871,0.338943,44.45,298.691429,300.521429,294.905714,311.2,291.7,39.8,81.987143,44.45,16.437143,13.442857,27.375,12.15,34.3,20.8,35.1,0
1,619,2001,37,2001-09-10,0.308457,0.250314,0.2983,0.429071,36.2,298.665714,300.121429,294.122857,311.5,290.9,19.6,78.957143,36.2,15.658571,13.785714,27.375,11.525,35.2,20.1,41.9,0
1,620,2001,38,2001-09-17,0.353314,0.343971,0.358671,0.353043,66.4,297.962857,299.421429,294.597143,309,292.9,65.54,84.032857,66.4,16.104286,10.928571,27.525,12.75,35,20.2,69,0
1,621,2001,39,2001-09-24,0.334671,0.388614,0.2854,0.319771,26.48,298.707143,300.907143,294.295714,310.4,291.7,21.9,79.365714,26.48,15.894286,14.042857,27.25,11.925,33.4,20.3,13.2,0
1,622,2001,40,2001-10-01,0.334386,0.271286,0.241686,0.4444,63.42,299.547143,300.707143,294.768571,311,291.8,32.6,78.33,63.42,16.34,14.128571,28.3,13.34,35.5,20.4,14.2,0
1,623,2001,41,2001-10-08,0.420286,0.381957,0.4438,0.546017,58.75,299.158571,300.285714,293.812857,312.3,290.8,12.3,74.418571,58.75,15.327143,11.342857,28.525,12.475,36.8,21.8,30.9,0
1,624,2001,42,2001-10-15,0.3102,0.297129,0.345486,0.382057,77.89,300.308571,302.2,294.214286,312.9,292.4,49.2,72.162857,77.89,15.872857,12.885714,27.633333,12.533333,36.7,20,159,0
1,625,2001,43,2001-10-22,0.124483,0.239267,0.1845,0.205571,77.15,298.584286,300.071429,296.607143,310.6,293.9,114.36,90.265714,77.15,18.267143,9.857143,28.066667,11.966667,35,21,89.1,0
1,626,2001,44,2001-10-29,0.210886,0.207567,0.206614,0.232,83.53,298.341429,299.507143,295.305714,308.8,292,46.46,85.572857,83.53,16.958571,11.271429,27.64,10.38,35.8,21.5,76,0
1,627,2001,45,2001-11-05,0.358143,0.279343,0.305971,0.3714,34.54,298.514286,299.75,296.195714,309.7,292.5,164.74,89.004286,34.54,17.821429,10.1,27.525,11.025,34.4,21.3,35.1,0
1,628,2001,46,2001-11-12,0.277329,0.2303,0.2773,0.296971,61.82,298.847143,300.578571,296.198571,310.5,294,181.2,87.481429,61.82,17.8,9.7,28.44,10.18,34.5,21,43.9,0
1,629,2001,47,2001-11-19,0.3297,0.330417,0.340643,0.441571,65.89,299.12,300.485714,296.752857,309.5,294.2,56.3,88.837143,65.89,18.451429,9.228571,27.575,11.575,33.7,20.8,31,1
1,630,2001,48,2001-11-26,0.3015,0.3613,0.305571,0.369917,47.46,298.555714,299.635714,295.811429,310,294.4,31.5,87.377143,47.46,17.427143,8.014286,28.233333,11.666667,35.3,21.8,12.2,1
1,631,2001,49,2001-12-03,0.325057,0.226471,0.299257,0.350471,46.86,298.754286,300.221429,295.981429,308.5,294.6,158.5,87.24,46.86,17.595714,8.871429,28.425,11.65,35.5,21.2,23.1,1
1,632,2001,50,2001-12-10,0.326033,0.235533,0.315571,0.306643,138.22,298.245714,299.592857,297.5,305.8,293.9,72.94,96.118571,138.22,19.305714,7.785714,27.84,10.96,35,21,75,2
1,633,2001,51,2001-12-17,0.222943,0.224071,0.212814,0.184129,43.95,298.564286,299.678571,297.211429,309.3,295.1,85.9,93.947143,43.95,18.965714,7.385714,27.075,9.5,32.9,21,57.9,4
1,634,2001,52,2001-12-24,0.298189,0.338078,0.288789,0.3417,100.72,298.238571,299.35,297.511429,306.7,294.7,109.64,96.355714,100.72,19.302857,6.5,27.35,8.65,33.3,22,25.1,1
1,636,2002,1,2002-01-01,0.405729,0.3484,0.368643,0.380014,70.16,297.132857,297.871429,296.06,304.5,292.5,109.8,94.588571,70.16,17.618571,5.942857,27.95,9.45,33.2,23,45.3,4
1,637,2002,2,2002-01-08,0.327583,0.375917,0.410267,0.383333,64.79,300.012857,301.271429,294.912857,309.8,294.8,5.5,76.602857,64.79,16.482857,11.4,28.966667,11.933333,35.4,21,7.1,11
1,638,2002,3,2002-01-15,0.241086,0.14565,0.278029,0.197643,22.77,299.877143,300.907143,294.605714,309.4,291.8,4.7,75.204286,22.77,16.157143,12.128571,28.8,12.766667,36,22,5,16
1,639,2002,4,2002-01-22,0.104129,0.148329,0.112186,0.141914,121.07,298.915714,299.878571,295.11,308.7,293.2,19.91,81.527143,121.07,16.677143,10.214286,27.94,11.8,35.8,21,18,23
1,640,2002,5,2002-01-29,0.142294,0.130553,0.203783,0.202305,59.4,296.858571,297.9,296.137143,304.2,294.1,43.12,96.267143,59.4,17.69,5.228571,26.3,9.7,32.5,20.8,120.2,12
1,641,2002,6,2002-02-05,0.184917,0.173329,0.168743,0.184429,4.68,295.912857,296.692857,295.231429,304.2,292,69.96,96.641429,4.68,16.722857,5.185714,26.625,9.725,34,20.8,70.4,14
1,642,2002,7,2002-02-12,0.291971,0.224143,0.3051,0.373271,104.37,297.847143,299.292857,296.544286,304.7,294.5,33.3,93.438571,104.37,18.147143,7.7,27.85,10.725,33.6,20.8,62.8,18
1,643,2002,8,2002-02-19,0.1288,0.122433,0.095943,0.125171,37.46,297.695714,299.021429,296.122857,305.5,293.9,49.43,92.05,37.46,17.687143,7.728571,27.02,9.78,33.5,21,14,8
1,644,2002,9,2002-02-26,0.1162,0.178743,0.089914,0.210414,80.14,297.062857,298.192857,296.514286,305,294.5,201.2,97.157143,80.14,18.125714,5.814286,26.7,9.6,32.2,20.5,47.6,7
1,645,2002,10,2002-03-05,0.318367,0.2556,0.266,0.297383,92.84,298.54,299.957143,296.698571,308.8,294.5,160.1,91.221429,92.84,18.361429,8.971429,27.85,13.2,35.7,21,48.3,10
1,646,2002,11,2002-03-12,0.248386,0.1795,0.269814,0.299233,41.96,298.358571,300.15,296.238571,309.2,293.8,46.9,89.778571,41.96,17.795714,9.414286,26.95,10.45,34.5,21.6,9.1,7
1,647,2002,12,2002-03-19,0.226586,0.248333,0.2302,0.243514,61.18,297.951429,299.242857,296.81,305.8,294.1,92.4,94.165714,61.18,18.442857,7.371429,26.95,11.775,33.3,20.6,76.8,10
1,648,2002,13,2002-03-26,0.212786,0.27455,0.1987,0.228457,110.42,296.407143,297.214286,296.108571,303.6,293.9,127.9,98.457143,110.42,17.68,4.4,26.1,10.3,32.3,20.7,49,5
1,649,2002,14,2002-04-02,0.19708,0.296229,0.1805,0.276329,94.01,297.174286,298.064286,296.741429,303.9,294.5,122.3,97.775714,94.01,18.395714,6.185714,27.3,10.4,32.5,20.2,20.1,11
1,650,2002,15,2002-04-09,0.269829,0.196814,0.202586,0.266286,75.98,296.862857,297.7,296.351429,303.3,294.1,187.8,97.244286,75.98,17.93,5.142857,26.3,9.4,31.4,20.8,13,8
1,651,2002,16,2002-04-16,0.26935,0.212157,0.188929,0.194943,109.49,297.764286,298.921429,296.31,305,294.4,49.8,92.615714,109.49,17.935714,6.728571,27.2,13,34.6,20.3,39.32636,18
1,652,2002,17,2002-04-23,0.267843,0.261414,0.2485,0.266929,45.59,297.584286,298.814286,296.631429,305.2,293.9,96.1,95.251429,45.59,18.222857,7.314286,27.266667,10.7,33.3,21.7,53.9,13
1,653,2002,18,2002-04-30,0.170357,0.141829,0.197729,0.257071,60.05,297.408571,298.55,296.222857,303.8,292.8,52.6,93.845714,60.05,17.807143,7.5,27.185783,8.059328,33.5,21.2,1,9
1,654,2002,19,2002-05-07,0.227257,0.178243,0.177386,0.210114,101.3,297.355714,298.435714,296.444286,304.4,293,66.85,95.22,101.3,18.024286,8.042857,27.5,11.525,34,21.3,25.4,22
1,655,2002,20,2002-05-14,0.1338,0.109633,0.219614,0.1417,46.79,296.784286,297.585714,296.221429,303.7,293.9,93.4,97.242857,46.79,17.744286,5.085714,26.866667,9.7,32.3,20.8,543.3,10
1,656,2002,21,2002-05-21,0.192114,0.177643,0.230857,0.2222,51.25,297.05,298.621429,296.024286,306.2,292.7,32.3,94.804286,51.25,17.584286,8.5,27.7,12.15,33.8,20.8,9.1,5
1,657,2002,22,2002-05-28,0.176457,0.174914,0.188157,0.238629,41.54,297.557143,298.714286,296.271429,305.9,292.4,58.02,93.788571,41.54,17.822857,7.657143,26.325,9.775,32.3,20.8,146.7,13
1,658,2002,23,2002-06-04,0.320471,0.278086,0.237729,0.343186,72.76,296.267143,297.085714,295.235714,305.3,291.5,19.12,94.345714,72.76,16.774286,8.742857,27.3,11.633333,34.3,20.7,28,2
1,659,2002,24,2002-06-11,0.386267,0.259133,0.328414,0.391629,69.62,297.257143,298.971429,296.107143,305.8,293.4,39.48,94.144286,69.62,17.638571,8.971429,27.8,11.5,34,20.7,1,11
1,660,2002,25,2002-06-18,0.221271,0.173514,0.211971,0.225214,39.16,296.807143,297.514286,293.871429,306.4,288.4,22.95,85.737143,39.16,15.414286,10.714286,26.233333,8.733333,33,18.8,31,11
1,661,2002,26,2002-06-25,0.179171,0.2791,0.132614,0.213286,3.18,295.808571,296.907143,292.147143,305.3,290,14.1,82.167143,3.18,13.87,10.728571,26.15,10.8,32.6,18.6,7.1,3
1,662,2002,27,2002-07-02,0.101543,0.1266,0.119357,0.076243,3.27,294.635714,294.892857,291.794286,305.1,287.4,6.2,85.565714,3.27,13.454286,8.7,26.275,9.5,32.6,20.7,5.1,7
1,663,2002,28,2002-07-09,0.21602,0.235067,0.151186,0.212971,5.71,295.882857,297.035714,292.95,307.1,291.2,8.7,85.672857,5.71,14.464286,8.785714,26.133333,10.633333,32.3,20.3,26.3,7
1,664,2002,29,2002-07-16,0.108043,0.072986,0.111229,0.117971,63,296.442857,297.742857,293.327143,306.3,290.6,8.3,84.668571,63,14.818571,11.171429,25.4,9,30.1,20.1,0,4
1,665,2002,30,2002-07-23,0.2225,0.2631,0.248986,0.346471,65.55,296.875714,298.3,293.422857,307.4,288.3,12.41,83.497143,65.55,14.93,11.971429,27.8,11.6,33.6,19.5,68.1,5
1,666,2002,31,2002-07-30,0.387014,0.260171,0.349271,0.283057,89.93,297.161429,298.728571,294.624286,308.5,292.8,23.33,87.034286,89.93,16.075714,10.6,26.7,11.14,33.8,19.3,35.6,6
1,667,2002,32,2002-08-06,0.304117,0.278843,0.307457,0.337843,14.34,296.795714,298.642857,292.674286,308,289.1,5.44,80.47,14.34,14.245714,13.457143,27.25,12.8,34,20.2,0,7
1,668,2002,33,2002-08-13,0.377157,0.3059,0.2884,0.360843,9.81,298.304286,299.335714,291.678571,308.9,290.8,1.7,69.06,9.81,13.441429,14.385714,27.833333,12.233333,35.1,20.6,7.1,7
1,669,2002,34,2002-08-20,0.345425,0.31354,0.29505,0.309267,31.71,296.184286,296.735714,292.451429,308.6,288.8,5.61,82.141429,31.71,14.045714,12.757143,27.185783,8.059328,33.1,20.8,70.6,4
1,670,2002,35,2002-08-27,0.304543,0.269443,0.250857,0.322471,38.8,298.412857,299.985714,293.874286,310.3,291.6,10.7,77.765714,38.8,15.412857,12.8,27.4,11.15,35.1,20.9,24.1,9
1,671,2002,36,2002-09-03,0.229014,0.131971,0.249457,0.190886,81.85,299.395714,300.678571,294.531429,310.5,293.9,13.1,77.082857,81.85,16.034286,11.928571,27.4,10.475,33.3,21.7,17,17
1,672,2002,37,2002-09-10,0.307543,0.294171,0.3234,0.190771,25.36,299.015714,300.207143,293.211429,310,290,3.2,73.141429,25.36,14.745714,14.042857,28.233333,13.233333,35.9,19.9,89.9,8
1,673,2002,38,2002-09-17,0.327414,0.347257,0.338671,0.383871,11.49,300.32,301.042857,292.271429,311.2,291.8,0.8,64.688571,11.49,13.974286,16.028571,28.9,12.7,36.6,21.5,0.8,22
1,674,2002,39,2002-09-24,0.237983,0.308429,0.268114,0.320043,38.56,299.238571,301.114286,294.414286,312.6,291.5,41.1,79.562857,38.56,16.18,13.171429,27.9,12.2,36,20.4,86.9,18
1,675,2002,40,2002-10-01,0.272114,0.179367,0.314243,0.274171,70.98,299.654286,301.235714,293.814286,313.2,291.8,24.1,74.25,70.98,15.634286,13.757143,29.2,14.133333,37.7,21.7,74.2,21
1,676,2002,41,2002-10-08,0.37815,0.385783,0.231429,0.245933,70.22,298.717143,300.55,295.661429,310.6,293.4,34.4,85.137143,70.22,17.211429,12.528571,28.075,11.45,34.6,21.8,79.8,16
1,677,2002,42,2002-10-15,0.199271,0.159243,0.258129,0.227714,21.96,298.297143,299.714286,295.585714,308.8,292.1,40.7,86.998571,21.96,17.185714,10.657143,28,11.633333,34.2,22,4.5,31
1,678,2002,43,2002-10-22,0.227871,0.214457,0.299771,0.222943,48.94,297.331429,298.15,294.961429,304.5,292.5,35.4,87.717143,48.94,16.49,8.5,27.95,10.3,36,21.8,167.8,25
1,679,2002,44,2002-10-29,0.329086,0.286214,0.294057,0.315929,89.77,298.518571,300.242857,296.9,307.3,294.9,39.7,91.944286,89.77,18.602857,9.028571,27.185783,8.059328,34.1,22.5,34.1,28
1,680,2002,45,2002-11-05,0.307143,0.27695,0.287929,0.364286,95.47,297.537143,298.657143,296.637143,306.5,293.9,124.2,95.285714,95.47,18.267143,6.514286,28.3,11,33.8,22.6,63.9,26
1,681,2002,46,2002-11-12,0.236833,0.202157,0.209514,0.162029,91.36,297.165714,298.021429,296.322857,306.6,293.9,91.33,96.047143,91.36,17.907143,5.471429,27.6,10.7,33.6,21.4,212.6,18
1,682,2002,47,2002-11-19,0.250614,0.279133,0.215633,0.298267,61.69,297.375714,298.828571,296.781429,305.9,294.4,85.8,96.84,61.69,18.415714,7.4,27.35,8.9,33.5,21.7,77,27
1,683,2002,48,2002-11-26,0.310929,0.285229,0.290729,0.256329,60.15,298.35,299.892857,297.072857,309.5,292,56.92,93.395714,60.15,18.784286,10.385714,28.1,10.55,34,22,17.2,11
1,684,2002,49,2002-12-03,0.3008,0.2528,0.344957,0.348329,49.69,298.324286,299.657143,296.485714,306.8,294.3,49.2,90.662857,49.69,18.105714,8,28.5,9.75,33.7,22.9,46,38
