city,year,weekofyear,total_cases
iq,2012,38,4
iq,2012,39,4
iq,2012,40,4
iq,2012,41,6
iq,2012,42,6
iq,2012,43,8
iq,2012,44,9
iq,2012,45,9
iq,2012,46,11
iq,2012,47,12
iq,2012,48,13
iq,2012,49,12
iq,2012,50,11
iq,2012,51,11
iq,2013,1,11
iq,2013,2,8
iq,2013,3,8
iq,2013,4,9
iq,2013,5,9
iq,2013,6,10
iq,2013,7,10
iq,2013,8,10
iq,2013,9,9
iq,2013,10,10
iq,2013,11,10
iq,2013,12,12
iq,2013,13,12
iq,2013,14,10
iq,2013,15,9
iq,2013,16,10
iq,2013,17,9
iq,2013,18,5
iq,2013,19,7
iq,2013,20,8
iq,2013,21,7
iq,2013,22,7
iq,2013,23,7
iq,2013,24,6
iq,2013,25,6
iq,2013,26,6
