city,year,weekofyear,total_cases
sj,2012,13,18
sj,2012,14,21
sj,2012,15,18
sj,2012,16,22
sj,2012,17,31
sj,2012,18,23
sj,2012,19,24
sj,2012,20,37
sj,2012,21,24
sj,2012,22,32
sj,2012,23,32
sj,2012,24,30
sj,2012,25,47
sj,2012,26,55
sj,2012,27,63
sj,2012,28,77
sj,2012,29,58
sj,2012,30,44
sj,2012,31,49
sj,2012,32,47
sj,2012,33,58
sj,2012,34,43
sj,2012,35,49
sj,2012,36,47
sj,2012,37,34
sj,2012,38,42
sj,2012,39,59
sj,2012,40,65
sj,2012,41,61
sj,2012,42,61
sj,2012,43,51
sj,2012,44,49
sj,2012,45,44
sj,2012,46,57
sj,2012,47,47
sj,2012,48,43
sj,2012,49,35
sj,2012,50,32
sj,2012,51,30
sj,2013,1,29
sj,2013,2,21
sj,2013,3,29
sj,2013,4,22
sj,2013,5,18
sj,2013,6,18
sj,2013,7,23
sj,2013,8,18
sj,2013,9,17
sj,2013,10,20
sj,2013,11,23
sj,2013,12,31
sj,2013,13,17
sj,2013,14,18
sj,2013,15,30
sj,2013,16,22
sj,2013,17,37
iq,2010,26,7
iq,2010,27,5
iq,2010,28,8
iq,2010,29,2
iq,2010,30,2
iq,2010,31,5
iq,2010,32,3
iq,2010,33,5
iq,2010,34,4
iq,2010,35,6
iq,2010,36,6
iq,2010,37,5
iq,2010,38,5
iq,2010,39,5
iq,2010,40,5
iq,2010,41,5
iq,2010,42,6
iq,2010,43,9
iq,2010,44,12
iq,2010,45,7
iq,2010,46,8
iq,2010,47,9
iq,2010,48,9
iq,2010,49,11
iq,2010,50,9
iq,2010,51,5
iq,2011,52,8
iq,2011,1,6
iq,2011,2,8
iq,2011,3,7
iq,2011,4,6
iq,2011,5,6
iq,2011,6,8
iq,2011,7,8
iq,2011,8,9
iq,2011,9,8
iq,2011,10,8
iq,2011,11,8
iq,2011,12,8
iq,2011,13,10
iq,2011,14,8
iq,2011,15,8
iq,2011,16,8
iq,2011,17,10
iq,2011,18,10
iq,2011,19,5
iq,2011,20,8
iq,2011,21,9
iq,2011,22,7
iq,2011,23,6
iq,2011,24,8
iq,2011,25,5
iq,2011,26,7
iq,2011,27,7
iq,2011,28,3
iq,2011,29,4
iq,2011,30,5
iq,2011,31,4
iq,2011,32,4
iq,2011,33,4
iq,2011,34,2
iq,2011,35,3
iq,2011,36,5
iq,2011,37,6
iq,2011,38,6
iq,2011,39,9
iq,2011,40,6
iq,2011,41,8
iq,2011,42,13
iq,2011,43,8
iq,2011,44,7
iq,2011,45,8
iq,2011,46,9
iq,2011,47,8
iq,2011,48,10
iq,2011,49,10
iq,2011,50,9
iq,2011,51,10
iq,2012,52,11
iq,2012,1,9
iq,2012,2,9
iq,2012,3,7
iq,2012,4,7
iq,2012,5,9
iq,2012,6,10
iq,2012,7,8
iq,2012,8,7
iq,2012,9,6
iq,2012,10,8
iq,2012,11,7
iq,2012,12,6
iq,2012,13,8
iq,2012,14,7
iq,2012,15,12
iq,2012,16,11
iq,2012,17,9
iq,2012,18,8
iq,2012,19,4
iq,2012,20,9
iq,2012,21,6
iq,2012,22,6
iq,2012,23,6
iq,2012,24,3
iq,2012,25,5
iq,2012,26,4
iq,2012,27,4
iq,2012,28,4
iq,2012,29,5
iq,2012,30,2
iq,2012,31,4
iq,2012,32,3
iq,2012,33,3
iq,2012,34,4
iq,2012,35,5
iq,2012,36,4
iq,2012,37,5
iq,2012,38,4
iq,2012,39,5
iq,2012,40,4
iq,2012,41,10
iq,2012,42,6
iq,2012,43,11
iq,2012,44,9
iq,2012,45,9
iq,2012,46,13
iq,2012,47,14
iq,2012,48,15
iq,2012,49,10
iq,2012,50,10
iq,2012,51,12
iq,2013,1,11
iq,2013,2,6
iq,2013,3,8
iq,2013,4,11
iq,2013,5,10
iq,2013,6,12
iq,2013,7,10
iq,2013,8,10
iq,2013,9,9
iq,2013,10,10
iq,2013,11,11
iq,2013,12,15
iq,2013,13,11
iq,2013,14,9
iq,2013,15,8
iq,2013,16,12
iq,2013,17,8
iq,2013,18,3
iq,2013,19,11
iq,2013,20,8
iq,2013,21,7
iq,2013,22,7
iq,2013,23,7
iq,2013,24,6
iq,2013,25,5
iq,2013,26,6
