city,year,weekofyear,total_cases
sj,2011,18,21
sj,2011,19,20
sj,2011,20,20
sj,2011,21,34
sj,2011,22,20
sj,2011,23,33
sj,2011,24,43
sj,2011,25,35
sj,2011,26,25
sj,2011,27,23
sj,2011,28,43
sj,2011,29,50
sj,2011,30,56
sj,2011,31,41
sj,2011,32,58
sj,2011,33,25
sj,2011,34,59
sj,2011,35,44
sj,2011,36,52
sj,2011,37,54
sj,2011,38,50
sj,2011,39,38
sj,2011,40,54
sj,2011,41,53
sj,2011,42,21
sj,2011,43,44
sj,2011,44,53
sj,2011,45,43
sj,2011,46,42
sj,2011,47,22
sj,2011,48,41
sj,2011,49,22
sj,2011,50,21
sj,2011,51,21
sj,2012,52,20
sj,2012,1,20
sj,2012,2,20
sj,2012,3,20
sj,2012,4,20
sj,2012,5,20
sj,2012,6,20
sj,2012,7,20
sj,2012,8,20
sj,2012,9,20
sj,2012,10,20
sj,2012,11,20
sj,2012,12,33
sj,2012,13,20
sj,2012,14,20
sj,2012,15,20
sj,2012,16,20
sj,2012,17,20
sj,2012,18,33
sj,2012,19,21
sj,2012,20,33
sj,2012,21,20
sj,2012,22,41
sj,2012,23,20
sj,2012,24,41
sj,2012,25,48
sj,2012,26,58
sj,2012,27,53
sj,2012,28,56
sj,2012,29,56
sj,2012,30,56
sj,2012,31,56
sj,2012,32,53
sj,2012,33,63
sj,2012,34,53
sj,2012,35,53
sj,2012,36,53
sj,2012,37,53
sj,2012,38,53
sj,2012,39,47
sj,2012,40,53
sj,2012,41,56
sj,2012,42,57
sj,2012,43,56
sj,2012,44,54
sj,2012,45,53
sj,2012,46,53
sj,2012,47,62
sj,2012,48,56
sj,2012,49,53
sj,2012,50,62
sj,2012,51,53
sj,2013,1,37
sj,2013,2,21
sj,2013,3,21
sj,2013,4,20
sj,2013,5,21
sj,2013,6,20
sj,2013,7,20
sj,2013,8,20
sj,2013,9,20
sj,2013,10,33
sj,2013,11,20
sj,2013,12,20
sj,2013,13,20
sj,2013,14,21
sj,2013,15,20
sj,2013,16,20
sj,2013,17,27
iq,2010,26,8
iq,2010,27,8
iq,2010,28,8
iq,2010,29,8
iq,2010,30,8
iq,2010,31,8
iq,2010,32,8
iq,2010,33,8
iq,2010,34,8
iq,2010,35,8
iq,2010,36,8
iq,2010,37,8
iq,2010,38,8
iq,2010,39,8
iq,2010,40,8
iq,2010,41,8
iq,2010,42,8
iq,2010,43,8
iq,2010,44,8
iq,2010,45,8
iq,2010,46,8
iq,2010,47,8
iq,2010,48,8
iq,2010,49,8
iq,2010,50,8
iq,2010,51,8
iq,2011,52,8
iq,2011,1,8
iq,2011,2,8
iq,2011,3,8
iq,2011,4,8
iq,2011,5,8
iq,2011,6,8
iq,2011,7,8
iq,2011,8,8
iq,2011,9,8
iq,2011,10,8
iq,2011,11,8
iq,2011,12,8
iq,2011,13,8
iq,2011,14,8
iq,2011,15,8
iq,2011,16,8
iq,2011,17,8
iq,2011,18,8
iq,2011,19,8
iq,2011,20,8
iq,2011,21,8
iq,2011,22,8
iq,2011,23,8
iq,2011,24,8
iq,2011,25,8
iq,2011,26,8
iq,2011,27,8
iq,2011,28,8
iq,2011,29,8
iq,2011,30,8
iq,2011,31,8
iq,2011,32,8
iq,2011,33,8
iq,2011,34,8
iq,2011,35,8
iq,2011,36,8
iq,2011,37,8
iq,2011,38,8
iq,2011,39,8
iq,2011,40,8
iq,2011,41,8
iq,2011,42,8
iq,2011,43,8
iq,2011,44,8
iq,2011,45,8
iq,2011,46,8
iq,2011,47,8
iq,2011,48,8
iq,2011,49,8
iq,2011,50,8
iq,2011,51,8
iq,2012,52,8
iq,2012,1,8
iq,2012,2,8
iq,2012,3,8
iq,2012,4,8
iq,2012,5,8
iq,2012,6,8
iq,2012,7,8
iq,2012,8,8
iq,2012,9,8
iq,2012,10,8
iq,2012,11,8
iq,2012,12,8
iq,2012,13,8
iq,2012,14,8
iq,2012,15,8
iq,2012,16,8
iq,2012,17,8
iq,2012,18,8
iq,2012,19,8
iq,2012,20,8
iq,2012,21,8
iq,2012,22,8
iq,2012,23,8
iq,2012,24,8
iq,2012,25,8
iq,2012,26,8
iq,2012,27,8
iq,2012,28,8
iq,2012,29,8
iq,2012,30,8
iq,2012,31,8
iq,2012,32,8
iq,2012,33,8
iq,2012,34,8
iq,2012,35,8
iq,2012,36,8
iq,2012,37,8
iq,2012,38,8
iq,2012,39,8
iq,2012,40,8
iq,2012,41,8
iq,2012,42,8
iq,2012,43,8
iq,2012,44,8
iq,2012,45,8
iq,2012,46,8
iq,2012,47,8
iq,2012,48,8
iq,2012,49,8
iq,2012,50,8
iq,2012,51,8
iq,2013,1,8
iq,2013,2,8
iq,2013,3,8
iq,2013,4,8
iq,2013,5,8
iq,2013,6,8
iq,2013,7,8
iq,2013,8,8
iq,2013,9,8
iq,2013,10,8
iq,2013,11,8
iq,2013,12,8
iq,2013,13,8
iq,2013,14,8
iq,2013,15,8
iq,2013,16,8
iq,2013,17,8
iq,2013,18,8
iq,2013,19,8
iq,2013,20,8
iq,2013,21,8
iq,2013,22,8
iq,2013,23,8
iq,2013,24,8
iq,2013,25,8
iq,2013,26,8
